"GEO_ID","NAME","B08301_001E","B08301_001M","B08301_002E","B08301_002M","B08301_003E","B08301_003M","B08301_004E","B08301_004M","B08301_005E","B08301_005M","B08301_006E","B08301_006M","B08301_007E","B08301_007M","B08301_008E","B08301_008M","B08301_009E","B08301_009M","B08301_010E","B08301_010M","B08301_011E","B08301_011M","B08301_012E","B08301_012M","B08301_013E","B08301_013M","B08301_014E","B08301_014M","B08301_015E","B08301_015M","B08301_016E","B08301_016M","B08301_017E","B08301_017M","B08301_018E","B08301_018M","B08301_019E","B08301_019M","B08301_020E","B08301_020M","B08301_021E","B08301_021M"
"0400000US12","Florida","7991880","34064","7162582","36361","6370889","38977","791693","21826","616545","20090","105023","7561","37274","5072","19144","3918","13707","2805","167591","9709","151503","9067","1141","804","8584","1919","5708","2176","655","536","7321","1961","28999","3496","46365","4321","121801","7502","89108","6451","368113","13214"
"0400000US13","Georgia","4154468","27187","3735695","27134","3297650","26926","438045","15647","333170","13017","60270","5960","26228","4655","9589","2011","8788","2109","89369","6236","69059","5770","1206","1116","14597","2970","4471","1888","36","60","5427","1731","6370","1423","11651","2699","68417","5900","43899","6100","193640","9587"
"0400000US15","Hawaii","650062","8002","528772","7620","436336","7597","92436","4781","70530","4419","13017","1832","5345","1699","2961","936","583","334","38627","3605","38201","3591","211","278","110","135","38","63","67","114","193","184","4452","1008","5207","1339","31906","3333","11313","2278","29592","2924"
"0400000US16","Idaho","672900","9003","587115","9359","521007","9338","66108","4974","48617","4192","10913","2398","3845","915","1291","637","1442","567","4638","1046","4638","1046","0","195","0","195","0","195","0","195","595","471","2894","925","6000","1151","23284","2909","6903","1886","41471","4792"
"0400000US17","Illinois","5820167","22162","4780365","22669","4266676","25069","513689","12940","404768","11376","65997","6510","22741","2756","11372","1755","8811","1835","523820","13979","229617","9512","3282","1165","156613","7560","134093","6933","215","188","11033","2783","6263","1064","34807","3767","182021","7602","43508","3999","238350","9003"
"0400000US18","Indiana","2885033","16992","2665149","17236","2410502","17333","254647","9276","201170","7918","27775","2875","12514","2014","6525","1308","6663","1300","30410","3173","25563","3038","805","700","551","318","3491","1022","0","190","602","297","4527","923","14710","2185","59297","4041","19544","2540","90794","5194"
"0400000US19","Iowa","1513058","8689","1353242","9959","1218429","10405","134813","5650","108905","5324","15099","1917","4417","907","3396","884","2996","675","16498","2456","16224","2452","129","169","48","77","97","189","0","155","686","369","2520","559","7123","1084","53020","3599","10197","1708","69772","3681"
"0400000US20","Kansas","1379532","10564","1266407","11159","1127767","11756","138640","6257","106970","5377","17945","2216","7469","1341","4000","1005","2256","789","5127","1570","4930","1551","19","56","33","55","56","91","89","118","347","386","2828","832","5380","1318","32181","2741","7831","1631","59431","3662"
"0400000US21","Kentucky","1811467","14421","1676888","15693","1505309","14340","171579","8668","132169","7697","23719","2984","10223","1669","2693","780","2775","749","20909","3126","20871","3114","0","189","0","189","0","189","38","64","576","401","2117","784","4781","1467","38405","3703","15059","2200","52732","4271"
"0400000US22","Louisiana","1942076","16712","1790962","16245","1593560","17331","197402","8369","150794","7682","24838","2782","10979","1858","5733","1937","5058","1397","26094","2875","24065","2815","1345","458","209","201","0","198","475","340","2129","886","3178","920","9760","1446","41820","3753","26138","3138","41995","3794"
"0400000US23","Maine","631120","6682","559656","6348","497407","6794","62249","3855","51067","3493","6760","1387","1690","489","999","469","1733","517","4088","976","3232","931","76","122","118","140","211","143","451","250","1366","742","1084","419","2171","592","23663","2173","4737","992","34355","2580"
"0400000US24","Maryland","2855500","15957","2380467","17693","2091777","18657","288690","11899","221970","9748","35252","3650","14515","2462","9559","2062","7394","1688","262605","9876","123968","6900","1794","846","118196","5963","18604","2422","43","54","3828","1052","2750","944","7434","1577","65220","5010","16672","2039","116524","5620"
"0400000US25","Massachusetts","3216363","14727","2584876","16923","2321683","18315","263193","9567","213696","8955","30152","3529","9252","2036","5697","1475","4396","897","287628","10273","103137","6632","5941","1347","125136","6487","51128","3911","2286","840","5111","1282","1995","505","22236","2928","148790","6225","21295","2580","144432","6149"
"0400000US26","Michigan","4094528","19662","3752120","17795","3383793","16160","368327","8610","293895","7900","49011","3558","14877","1794","6087","1197","4457","917","58663","3513","57084","3483","128","128","792","449","609","380","50","58","2557","937","4317","873","18801","2123","89744","4897","24206","2126","144120","4998"
"0400000US27","Minnesota","2684968","14138","2336921","14184","2087066","14542","249855","8165","198514","6684","30215","3222","11196","1745","5069","1105","4861","963","92526","5102","87441","4871","552","331","1535","582","2742","854","256","241","1493","634","5175","1002","19064","1938","73367","3698","16758","1916","139664","4396"
"0400000US28","Mississippi","1163676","10758","1098018","10786","974358","10925","123660","6659","91237","6304","19006","2950","7262","1996","3035","929","3120","983","4980","1241","4731","1226","116","191","0","206","96","175","37","60","1029","799","987","488","1112","604","19646","2563","11583","2118","26321","2757"
"0400000US29","Missouri","2705455","16165","2465147","17186","2202040","17443","263107","9419","207921","8907","32594","3044","10106","2001","8168","2052","4318","1137","38478","3789","33867","3182","529","366","3540","1152","318","228","224","331","1901","711","3563","773","4905","1024","55127","3593","22488","2898","113846","5023"
"0400000US30","Montana","470715","6872","405790","7156","356849","7478","48941","4188","39350","3885","5457","1241","3269","924","618","293","247","234","4126","1023","4126","1023","0","165","0","165","0","165","0","165","193","221","1399","1100","6339","1679","22377","2668","3415","938","27076","2304"
"0400000US31","Nebraska","931481","8453","843865","9009","756841","8846","87024","5447","69471","4863","10951","1536","5078","1093","845","351","679","344","6589","1366","6358","1379","115","139","46","75","70","85","0","155","972","887","1427","519","4274","868","25907","2219","4986","1135","43461","3037"
"0400000US32","Nevada","1191557","12624","1068763","15379","936303","15507","132460","8271","99796","7281","16655","3166","7444","2429","4736","2719","3829","1369","41407","4741","40822","4664","94","162","298","439","89","106","104","168","390","418","5588","1663","4527","1378","24503","2939","13567","2555","32812","3536"
"0400000US33","New Hampshire","671055","8454","598746","7961","540862","8378","57884","4453","49817","4036","4496","1044","2160","743","624","276","787","335","5015","1160","3830","1032","56","66","269","228","860","420","0","184","244","213","1491","565","1203","538","18854","2355","5728","1257","39774","2855"
"0400000US34","New Jersey","4060148","17821","3261333","18938","2917047","20281","344286","10302","252910","8823","49939","4551","20007","2911","10805","2133","10625","1736","448002","10761","258478","9833","3957","1256","75309","4935","101937","5105","8321","1640","7396","1767","1855","650","12397","2197","126204","6295","47003","5013","155958","7186"
"0400000US35","New Mexico","862821","9390","770714","8876","684327","9049","86387","6014","68189","5250","10148","2166","5252","1446","1806","664","992","500","9232","1905","8364","1883","0","198","123","149","745","300","0","198","0","198","3052","834","6854","1531","21081","2450","8475","1548","43413","3993"
"0400000US36","New York","8774815","30933","5318321","26142","4730231","24946","588090","11951","458050","10491","71224","4659","26767","2896","16237","2915","15812","2357","2373132","27095","545921","15795","11275","2091","1573966","23438","233300","8400","8670","1742","56423","4516","7222","1312","44418","4047","575553","13946","57525","4729","342221","9658"
"0400000US37","North Carolina","4183841","28155","3806158","26889","3390337","26025","415821","13997","325705","11480","49183","4814","18714","2841","11853","2651","10366","2154","49068","4657","44589","4302","660","426","2553","1371","1018","597","248","342","6952","2792","8211","1870","9276","1849","71929","5212","35063","4477","197184","9085"
"0400000US38","North Dakota","369454","4874","327393","4764","292271","5199","35122","2959","25443","2599","5875","1243","2748","790","700","333","356","259","1456","603","1456","603","0","143","0","143","0","143","0","143","349","287","252","207","2401","868","14477","2044","1933","690","21193","1801"
"0400000US39","Ohio","5114314","23154","4678020","24402","4259642","25014","418378","9654","333672","8111","47439","3360","20606","2730","8114","1330","8547","1638","84582","4913","81695","4866","486","360","1829","597","477","315","95","109","4603","1283","6259","1013","15175","1992","117776","5604","33074","2667","174825","6103"
"0400000US40","Oklahoma","1663962","11405","1544039","12048","1363404","12569","180635","6177","140033","5856","24714","2982","6940","1198","6374","1742","2574","702","8434","1516","8306","1513","0","163","95","166","0","163","33","56","1700","944","3770","705","4424","923","30992","2544","13410","1945","57193","3749"
"0400000US41","Oregon","1674840","15115","1374326","14339","1203016","16453","171310","9117","138423","8101","20739","3194","6921","1730","2523","776","2704","1081","72478","4785","54977","4762","8924","1653","5856","1233","2676","746","45","76","414","259","5946","1227","37939","3626","64600","3726","11957","1698","107180","5646"
"0400000US42","Pennsylvania","5728043","23035","4905319","24011","4385476","22682","519843","13329","413356","11590","62033","4252","19708","2405","14481","2304","10265","1862","303838","9045","210292","7837","7155","1240","34141","3046","52057","4115","193","262","4350","1796","8077","1233","23538","2800","223525","7767","39150","3388","220246","7712"
"0400000US44","Rhode Island","501044","6794","445360","7249","402376","7608","42984","4358","34120","4013","4788","1600","2096","1049","451","278","1529","578","15625","2287","11896","2058","0","207","554","534","3175","834","0","207","583","564","533","397","996","494","16084","1817","3333","845","18530","2682"
"0400000US45","South Carolina","1957707","18666","1794374","17266","1612082","19075","182292","10369","137896","8760","26536","3647","11800","2850","2952","943","3108","758","12877","1990","11850","1765","0","217","693","796","334","325","0","217","1691","1138","4794","1436","6105","1538","45156","4758","18932","3171","73778","5689"
"0400000US46","South Dakota","410028","6222","360671","6161","319833","5761","40838","3334","31117","2959","4775","978","2517","769","1571","715","858","424","2902","949","2902","949","0","155","0","155","0","155","0","155","205","220","1059","552","2777","835","17498","1837","2218","773","22698","2338"
"0400000US47","Tennessee","2738221","19603","2557995","19435","2299715","21018","258280","9808","202295","8706","34768","3908","12144","1988","4264","1223","4809","1274","25985","3337","24883","3248","260","279","86","117","467","301","289","389","676","513","4030","1261","3663","1043","38271","3608","18005","2429","89596","6540"
"0400000US48","Texas","11336474","45960","10298274","45404","9045425","43621","1252849","26327","953306","22930","184111","11561","60480","5000","35543","4907","19409","2767","176090","8971","158897","8517","1152","659","4664","1054","11214","2073","163","199","7994","2514","26622","3373","32419","3997","191128","7589","128996","7835","474951","16361"
"0400000US49","Utah","1246396","10729","1104173","12113","953984","13513","150189","6107","116359","6057","18559","2483","8607","1484","3726","1044","2938","931","30513","3353","24085","3003","1754","885","1305","541","3369","928","0","192","357","266","5220","1320","9652","1755","29964","3291","8638","1607","57879","4483"
"0400000US50","Vermont","317383","4656","267444","4875","235912","4798","31532","2822","27255","2761","3162","768","534","283","185","125","396","256","4376","1115","4326","1116","0","145","30","50","20","32","0","145","241","237","797","291","2570","749","19991","2174","2324","619","19640","1638"
"0400000US51","Virginia","3883249","20139","3387613","21470","3032187","23173","355426","12596","272602","11969","53870","4732","14792","2549","5906","1417","8256","1518","174888","9793","84934","5619","966","473","77929","6558","10693","1394","366","318","3304","1131","6835","1242","13426","1718","90716","6364","29546","3172","176921","8360"
"0400000US53","Washington","3097398","14708","2584823","19638","2269757","18598","315066","10188","241119","8558","38297","4090","12352","2232","11754","2033","11544","1977","174346","8060","154169","7438","817","557","2231","819","8708","1736","8421","1726","803","526","10871","1756","25639","2482","106793","7558","24004","2660","170119","7904"
"0400000US54","West Virginia","729472","8959","675782","8633","599089","8406","76693","5093","62918","4440","9297","2116","2361","654","1244","534","873","515","6663","1351","5418","1272","31","52","81","115","1120","702","13","23","346","275","373","257","586","393","20060","2157","3621","911","22041","2670"
"0400000US55","Wisconsin","2771411","13557","2459484","15634","2212588","14911","246896","7718","196417","7861","29706","2704","12465","1566","4336","900","3972","843","54403","4876","52862","4753","105","138","768","349","647","306","21","24","2132","748","7464","1487","19077","2105","94268","4898","14975","1885","119608","4720"
"0400000US56","Wyoming","286078","5051","253490","4752","222423","4754","31067","3285","22530","2801","4883","1195","1900","782","785","504","969","625","4417","1330","4417","1330","0","189","0","189","0","189","0","189","0","189","645","405","2752","911","9737","1747","3173","1048","11864","2067"
"0400000US72","Puerto Rico","1060138","10821","942608","11079","849235","10770","93373","5004","73150","4298","12368","1880","4984","1158","1551","721","1320","603","31256","3254","14537","1809","10582","1861","5677","1405","68","112","392","316","1156","692","1445","580","2378","720","40128","3483","14765","2306","26402","2997"
"0400000US01","Alabama","1953274","17253","1851463","17298","1657419","17029","194044","9491","149855","8394","29767","3559","8832","2051","3524","820","2066","695","9329","1497","8839","1452","64","106","426","369","0","190","0","190","1348","887","3240","879","2886","994","21156","2707","12726","2077","51126","4304"
