"GEO_ID","NAME","B08301_001E","B08301_001M","B08301_002E","B08301_002M","B08301_003E","B08301_003M","B08301_004E","B08301_004M","B08301_005E","B08301_005M","B08301_006E","B08301_006M","B08301_007E","B08301_007M","B08301_008E","B08301_008M","B08301_009E","B08301_009M","B08301_010E","B08301_010M","B08301_011E","B08301_011M","B08301_012E","B08301_012M","B08301_013E","B08301_013M","B08301_014E","B08301_014M","B08301_015E","B08301_015M","B08301_016E","B08301_016M","B08301_017E","B08301_017M","B08301_018E","B08301_018M","B08301_019E","B08301_019M","B08301_020E","B08301_020M","B08301_021E","B08301_021M"
"0400000US36","New York","8723526","30424","5343629","25203","4741315","22671","602314","13664","469598","11465","71558","5269","27208","3157","18451","2798","15499","2535","2328724","24298","558320","14511","12101","2022","1514200","21919","232666","7663","11437","2004","52065","3711","6644","1456","41232","4025","542579","12868","61581","5384","347072","10372"
"0400000US37","North Carolina","4119560","24651","3787316","22485","3372823","21616","414493","12019","309199","9799","56795","5526","23820","3519","13826","2557","10853","3304","43004","3596","39436","3523","628","455","1737","624","758","559","445","331","4030","1198","5317","1216","9961","1937","74542","6216","28880","3044","166510","6812"
"0400000US38","North Dakota","359823","4330","319049","4443","287946","4433","31103","3285","22258","2866","4586","1070","2421","686","1349","717","489","324","2471","765","2100","743","234","334","52","87","0","211","85","212","354","339","718","512","2123","595","13789","1706","2788","839","18531","1496"
"0400000US39","Ohio","5070590","19910","4642678","21617","4249698","22117","392980","11954","314552","10042","42445","3328","17436","2511","10743","2060","7804","1681","84738","5678","80684","5611","1553","608","1495","509","840","418","166","208","4297","1097","5082","1050","15065","1779","114502","5435","24225","2923","180003","8166"
"0400000US40","Oklahoma","1653574","12327","1524494","12776","1339912","14710","184582","8301","145147","7076","22154","2573","10963","2025","4505","1552","1813","541","8687","1685","8235","1643","54","96","26","33","295","270","77","90","1198","634","4658","946","4046","1262","28961","2993","12988","1995","68542","4273"
"0400000US41","Oregon","1665614","13665","1368544","12555","1201995","11391","166549","7702","134653","6990","16981","2327","8613","1848","3072","886","3230","964","70285","5194","56899","4584","6965","1609","4206","983","2215","901","0","277","712","520","5619","1136","37424","3445","65195","4952","9703","1623","108132","5757"
"0400000US42","Pennsylvania","5723063","25106","4911927","24994","4407079","23061","504848","11511","403366","9461","57853","4088","22153","2315","11648","2069","9828","1826","310436","9605","219621","8263","7225","1666","32820","3054","50245","3401","525","391","5141","1152","7040","978","22559","2926","218870","9698","34983","3167","212107","7227"
"0400000US44","Rhode Island","479988","6507","424877","6941","385519","6851","39358","3901","27530","2710","6127","1508","2106","948","2188","1105","1407","721","13406","2121","9591","2026","174","279","408","287","3233","830","0","291","48","86","330","259","3370","963","18402","2010","3647","1076","15908","2133"
"0400000US45","South Carolina","1948160","15838","1796449","16278","1614604","15913","181845","7235","139307","6719","27436","3062","7801","1777","4367","1239","2934","893","9729","1964","8969","1957","209","259","403","359","100","118","48","83","2266","713","4172","1139","7105","1623","36916","3799","19086","2540","72437","4651"
"0400000US46","South Dakota","403672","4694","355994","5292","315608","5043","40386","3282","28573","2402","6979","1295","2876","1158","1230","434","728","423","2124","915","2015","907","95","147","0","223","0","223","14","26","473","558","1029","374","1852","698","17697","1934","3485","1188","21018","1708"
"0400000US47","Tennessee","2676457","17962","2506213","18244","2238380","21573","267833","10909","213122","9425","35361","3375","11258","2270","4369","1049","3723","1095","18928","2583","17813","2562","377","398","282","303","399","263","57","91","1269","584","4269","1016","3421","984","33441","3523","18422","2196","90494","4679"
"0400000US48","Texas","11145480","37226","10132353","34570","8895756","34649","1236597","21345","940397","19489","181032","8499","66599","5621","29562","3605","19007","2812","168791","7495","154224","7222","2332","886","4880","1068","7148","1382","207","248","4906","1393","22333","2494","26379","2701","185610","9232","151850","9465","453258","12790"
"0400000US49","Utah","1210020","11200","1074467","10485","938550","11025","135917","6077","102871","4947","18278","2336","6902","1385","4001","1223","3865","1224","25757","2540","21689","2354","1226","704","1182","469","1660","509","0","267","255","199","4373","1158","8646","1864","35286","2832","8222","1444","53014","3478"
"0400000US50","Vermont","314463","4437","265260","4934","235473","5129","29787","2459","25467","2080","2900","751","877","361","387","287","156","163","4172","1003","3994","977","0","211","65","108","113","136","0","211","195","187","496","287","1867","719","17349","1833","1767","591","23357","2393"
"0400000US51","Virginia","3845626","18587","3350391","20767","2966482","22661","383909","13035","288045","12324","57212","6060","17739","2694","9659","2618","11254","2144","168554","9037","86572","7937","588","445","69508","4357","11695","1834","191","185","4967","1310","5627","1286","12891","2308","103982","8638","32179","3404","167035","7799"
"0400000US53","Washington","3046571","18697","2544407","20145","2225031","18013","319376","10507","248986","8922","39597","4362","11214","1691","9502","1398","10077","1586","167329","7156","151519","7233","612","442","2575","822","6102","1302","6521","928","1413","640","9827","1558","27880","3260","105947","6239","26817","2935","162951","8621"
"0400000US54","West Virginia","727598","9131","671840","10233","603452","9727","68388","5294","56586","4858","6493","1588","3075","927","1083","492","1151","555","5179","1240","3492","1008","0","269","229","321","1458","625","0","269","269","262","1096","682","931","511","22536","2551","5301","1165","20446","2369"
"0400000US55","Wisconsin","2757982","13344","2463396","12923","2220560","13490","242836","7951","192551","6439","30746","3302","11536","1864","4407","1076","3596","918","46031","3119","44901","3127","0","218","211","160","872","412","47","78","2359","851","8038","1212","20748","2290","86733","4906","15318","2043","115359","4395"
"0400000US56","Wyoming","278970","4433","242718","4847","211869","4960","30849","3017","24167","2827","3270","957","2180","670","785","505","447","346","4738","1114","4644","1130","94","141","0","269","0","269","0","269","0","269","810","445","2392","955","12154","2010","2511","866","13647","2096"
"0400000US72","Puerto Rico","1077121","11868","962940","11835","852851","12225","110089","5823","84481","5180","14946","2473","5730","1324","2968","855","1964","883","27248","2643","12420","1690","9217","1573","5121","1200","110","130","380","288","1173","623","2080","799","2384","718","39070","2605","16629","1906","25597","2773"
"0400000US01","Alabama","1951769","16535","1843998","17547","1648706","17854","195292","9369","146540","7311","28665","3452","12580","2656","3817","1469","3690","1386","7964","2010","7689","1953","137","162","54","99","0","273","84","139","539","310","2327","802","2322","699","25853","3049","12984","1698","55782","4508"
